,from_id,to_id
67,JudgeJeanine,AnnCoulter
68,JudgeJeanine,David_Bossie
69,JudgeJeanine,hogangidley45
70,JudgeJeanine,Comey
71,JudgeJeanine,TomFitton
72,JudgeJeanine,EricShawnTV
73,JudgeJeanine,charliekirk11
74,JudgeJeanine,SteveHiltonx
75,JudgeJeanine,NextRevFNC
76,JudgeJeanine,kayleighmcenany
77,JudgeJeanine,MarkSteynOnline
78,JudgeJeanine,GOPChairwoman
79,JudgeJeanine,Scavino45
80,JudgeJeanine,SHSanders45
81,JudgeJeanine,jaketapper
82,JudgeJeanine,SarahHuckabee
83,JudgeJeanine,seanspicer
84,JudgeJeanine,LawrenceBJones3
85,JudgeJeanine,Adweek
86,JudgeJeanine,LaPetiteRobeMi
87,JudgeJeanine,cnni
88,JudgeJeanine,realamymholmes
89,JudgeJeanine,theblaze
90,JudgeJeanine,DRUDGE
91,JudgeJeanine,NEWS_MAKER
92,JudgeJeanine,newtgingrich
93,JudgeJeanine,BrookeSingman
94,JudgeJeanine,politico
95,JudgeJeanine,FLOTUS
96,JudgeJeanine,FOXTV
97,JudgeJeanine,VP
98,JudgeJeanine,WhiteHouse
99,JudgeJeanine,POTUS
100,JudgeJeanine,PressSec
101,JudgeJeanine,YouTheJuryFOX
102,JudgeJeanine,FoxBusiness
103,JudgeJeanine,CLH45
104,JudgeJeanine,CPAC
105,JudgeJeanine,BikersForTrump
106,JudgeJeanine,parscale
107,JudgeJeanine,kirstiealley
108,JudgeJeanine,AntonioSabatoJr
109,JudgeJeanine,StephenMoore
110,JudgeJeanine,Scaramucci
111,JudgeJeanine,JoeTalkShow
112,JudgeJeanine,tvnewser
113,JudgeJeanine,CarlyFiorina
114,JudgeJeanine,Mike_Pence
115,JudgeJeanine,MichaelCohen212
116,JudgeJeanine,CLewandowski_
117,JudgeJeanine,JonahDispatch
118,JudgeJeanine,annakooiman
119,JudgeJeanine,OutnumberedFNC
120,JudgeJeanine,SandraSmithFox
121,JudgeJeanine,KellyannePolls
122,JudgeJeanine,TeamTrump
123,JudgeJeanine,ElectionLawCtr
124,JudgeJeanine,GenFlynn
125,JudgeJeanine,MrsVanessaTrump
126,JudgeJeanine,LaraLeaTrump
127,JudgeJeanine,LynnePatton
128,JudgeJeanine,MarkGeistSWP
129,JudgeJeanine,JasonMillerinDC
130,JudgeJeanine,dagenmcdowell
131,JudgeJeanine,tony4ny
132,JudgeJeanine,CharlesOrtel
133,JudgeJeanine,mercedesschlapp
134,JudgeJeanine,Harlan
135,JudgeJeanine,ffweekend
136,JudgeJeanine,leezeldin
137,JudgeJeanine,david_avella
138,JudgeJeanine,carolmswain
139,JudgeJeanine,WillCarr
140,JudgeJeanine,MorningsMaria
141,JudgeJeanine,TheThomasGuide
142,JudgeJeanine,foxnewspolitics
143,JudgeJeanine,MsDMcLaughlin
144,JudgeJeanine,mschlapp
145,JudgeJeanine,THEHermanCain
146,JudgeJeanine,DickMorrisTweet
147,JudgeJeanine,LisaDaftari
148,JudgeJeanine,ChrisChristie
149,JudgeJeanine,HappeningNow
150,JudgeJeanine,AmericaNewsroom
151,JudgeJeanine,BorisEP
152,JudgeJeanine,cmc1214
153,JudgeJeanine,marklevinshow
154,JudgeJeanine,lh_carter
155,JudgeJeanine,popeofwelding
156,JudgeJeanine,alivitali
157,JudgeJeanine,AP_Politics
158,JudgeJeanine,foxnewsvideo
159,JudgeJeanine,GeraldoRivera
160,JudgeJeanine,clmazin
161,JudgeJeanine,foxnation
162,JudgeJeanine,KennedyNation
163,JudgeJeanine,ScottBaio
164,JudgeJeanine,KatrinaPierson
165,JudgeJeanine,DrJAshton
166,JudgeJeanine,maryannemarsh
167,JudgeJeanine,KatiePavlich
168,JudgeJeanine,fox5ny
169,JudgeJeanine,kilmeade
170,JudgeJeanine,FoxNewsOpinion
171,JudgeJeanine,lauraingle
172,JudgeJeanine,Mediaite
173,JudgeJeanine,MissDiagnosis
174,JudgeJeanine,jessielharrison
175,JudgeJeanine,FoxFriendsFirst
176,JudgeJeanine,foxandfriends
177,JudgeJeanine,mattdoran22
178,JudgeJeanine,TheRealMarilu
179,JudgeJeanine,Nightline
180,JudgeJeanine,JujuChangABC
181,JudgeJeanine,ryansmithtv
182,JudgeJeanine,instagram
183,JudgeJeanine,DineshDSouza
184,JudgeJeanine,michellemalkin
185,JudgeJeanine,RealJamesWoods
186,JudgeJeanine,realbobmassi
187,JudgeJeanine,securefreedom
188,JudgeJeanine,TODAYshow
189,JudgeJeanine,johnrich
190,JudgeJeanine,ron_fournier
191,JudgeJeanine,Randy_Forbes
192,JudgeJeanine,FoxPhil
193,JudgeJeanine,AmericanHumane
194,JudgeJeanine,DatelineNBC
195,JudgeJeanine,HeatherChilders
196,JudgeJeanine,chickforet
197,JudgeJeanine,caseystegall
198,JudgeJeanine,LADAOffice
199,JudgeJeanine,MelissaAFrancis
200,JudgeJeanine,lafayette148ny
201,JudgeJeanine,KirstanConley
202,JudgeJeanine,PastorJohnHagee
203,JudgeJeanine,MichaelKors
204,JudgeJeanine,marcjacobs
205,JudgeJeanine,AlexanderWangNY
206,JudgeJeanine,JasonWu
207,JudgeJeanine,givenchy
208,JudgeJeanine,McQueen
209,JudgeJeanine,LouboutinWorld
210,JudgeJeanine,jimmychoo
211,JudgeJeanine,Fendi
212,JudgeJeanine,Prada
213,JudgeJeanine,LouisVuitton
214,JudgeJeanine,voguemagazine
215,JudgeJeanine,Burberry
216,JudgeJeanine,YSL
217,JudgeJeanine,dolcegabbana
218,JudgeJeanine,CHANEL
219,JudgeJeanine,MaisonValentino
220,JudgeJeanine,HeatherMcDonald
221,JudgeJeanine,RalphLauren
222,JudgeJeanine,CalvinKlein
223,JudgeJeanine,armani
224,JudgeJeanine,Versace
225,JudgeJeanine,Roberto_Cavalli
226,JudgeJeanine,MELANIATRUMP
227,JudgeJeanine,JesseBWatters
228,JudgeJeanine,jasonrileywsj
229,JudgeJeanine,EricTrump
230,JudgeJeanine,DonaldJTrumpJr
231,JudgeJeanine,foxnewsdesk
232,JudgeJeanine,ManoloBlahnik
233,JudgeJeanine,jilliekans
234,JudgeJeanine,thecolor19
235,JudgeJeanine,SheriffClarke
236,JudgeJeanine,NYPDnews
237,JudgeJeanine,A_Ingelmo
238,JudgeJeanine,warnerbros
239,JudgeJeanine,TommyHilfiger
240,JudgeJeanine,BWilliams
241,JudgeJeanine,Garrett_FoxNews
242,JudgeJeanine,MelissaJoanHart
243,JudgeJeanine,staceydash
244,JudgeJeanine,RealSheriffJoe
245,JudgeJeanine,PaulBabeuAZ
246,JudgeJeanine,eHasselrack
247,JudgeJeanine,SpeakerRyan
248,JudgeJeanine,RandPaul
249,JudgeJeanine,DarrellIssa
250,JudgeJeanine,replouiegohmert
251,JudgeJeanine,jasoninthehouse
252,JudgeJeanine,marcorubio
253,JudgeJeanine,AllenWest
254,JudgeJeanine,SenMikeLee
255,JudgeJeanine,PRyan
256,JudgeJeanine,RealBenCarson
257,JudgeJeanine,SenTedCruz
258,JudgeJeanine,MittRomney
259,JudgeJeanine,tedcruz
260,JudgeJeanine,GovernorPerry
261,JudgeJeanine,krauthammer
262,JudgeJeanine,TuckerCarlson
263,JudgeJeanine,ByronYork
264,JudgeJeanine,stephenfhayes
265,JudgeJeanine,Avik
266,JudgeJeanine,brithume
267,JudgeJeanine,Varneyco
268,JudgeJeanine,marthamaccallum
269,JudgeJeanine,RealDeanCain
270,JudgeJeanine,Betsy_McCaughey
271,JudgeJeanine,JohnFugelsang
272,JudgeJeanine,FoxNewsInsider
273,JudgeJeanine,foxnewsalert
274,JudgeJeanine,SpeakerBoehner
275,JudgeJeanine,Dennis_Kucinich
276,JudgeJeanine,ScottGottliebMD
277,JudgeJeanine,DrZuhdiJasser
278,JudgeJeanine,RichardGrenell
279,JudgeJeanine,SI_YoungGOP
280,JudgeJeanine,JulieBanderas
281,JudgeJeanine,MaureenMakeup
282,JudgeJeanine,AmbJohnBolton
283,JudgeJeanine,TGowdySC
284,JudgeJeanine,BuckSexton
285,JudgeJeanine,IngrahamAngle
286,JudgeJeanine,MonicaCrowley
287,JudgeJeanine,BillHemmer
288,JudgeJeanine,seanhannity
289,JudgeJeanine,LouDobbs
290,JudgeJeanine,TeamCavuto
291,JudgeJeanine,TheFive
292,JudgeJeanine,SpecialReport
293,JudgeJeanine,DailyCaller
294,JudgeJeanine,MariaBartiromo
295,JudgeJeanine,edhenry
296,JudgeJeanine,JamesRosenTV
297,JudgeJeanine,ChadPergram
298,JudgeJeanine,BillOReilly
299,JudgeJeanine,FoxNewsSunday
300,JudgeJeanine,drrobiludwig
301,JudgeJeanine,tomshillue
302,JudgeJeanine,MikeyKayNYC
303,JudgeJeanine,KarenDupiche
304,JudgeJeanine,edwards_yancey
305,JudgeJeanine,USAFmedicVET
306,JudgeJeanine,EboniKWilliams
307,JudgeJeanine,RepReneeEllmers
308,JudgeJeanine,michaelcburgess
309,JudgeJeanine,BuzzFeed
310,JudgeJeanine,McHaleFrank
311,JudgeJeanine,carpqueen
312,JudgeJeanine,peterjohnsonjr
313,JudgeJeanine,paolamiliterno
314,JudgeJeanine,IvankaTrump
315,JudgeJeanine,BagSnob
316,JudgeJeanine,JudgeJeanineGPS
317,JudgeJeanine,NYSindy
318,JudgeJeanine,vincenzacarovil
319,JudgeJeanine,TomRooney
320,JudgeJeanine,Judgenap
321,JudgeJeanine,ACTforAmerica
322,JudgeJeanine,thedailybeast
323,JudgeJeanine,stefcutter
324,JudgeJeanine,MichelleSigona
325,JudgeJeanine,JoeyJacksonEsq
326,JudgeJeanine,JohnSharpMD
327,JudgeJeanine,lenoreva
328,JudgeJeanine,BethFishReads
329,JudgeJeanine,BonnieFuller
330,JudgeJeanine,ChristopherHahn
331,JudgeJeanine,andylevy
332,JudgeJeanine,scrowder
333,JudgeJeanine,CarolineManzo
334,JudgeJeanine,jimmykimmel
335,JudgeJeanine,MichelleObama
336,JudgeJeanine,BarackObama
337,JudgeJeanine,azizansari
338,JudgeJeanine,johnlegend
339,JudgeJeanine,SofiaVergara
340,JudgeJeanine,itsJulieBowen
341,JudgeJeanine,ericstonestreet
342,JudgeJeanine,ElizabethBanks
343,JudgeJeanine,RepMaloney
344,JudgeJeanine,SenatorCollins
345,JudgeJeanine,SenGillibrand
346,JudgeJeanine,iamjrmartinez
347,JudgeJeanine,ericbolling
348,JudgeJeanine,greggutfeld
349,JudgeJeanine,GiordanosPizza
350,JudgeJeanine,DionBaia
351,JudgeJeanine,AmyRosenblumTV
352,JudgeJeanine,JoeTrippi
353,JudgeJeanine,EvaLongoria
354,JudgeJeanine,tarabera11
355,JudgeJeanine,megynkelly
356,JudgeJeanine,DanaPerino
357,JudgeJeanine,noellenikpour
358,JudgeJeanine,HARRISFAULKNER
359,JudgeJeanine,BretBaier
360,JudgeJeanine,KirstenPowers
361,JudgeJeanine,EdRollins
362,JudgeJeanine,GovMikeHuckabee
363,JudgeJeanine,ainsleyearhardt
364,JudgeJeanine,TheJuanWilliams
365,JudgeJeanine,tonyareiman
366,JudgeJeanine,TomCruise
367,JudgeJeanine,DannyDeVito
368,JudgeJeanine,Aphrodite_Jones
369,JudgeJeanine,MarkEiglarsh
370,JudgeJeanine,kimguilfoyle
371,JudgeJeanine,cdurso96
372,JudgeJeanine,amye320
373,JudgeJeanine,DickTracyOrlndo
374,JudgeJeanine,IndyEatWell
375,JudgeJeanine,brixo220
376,JudgeJeanine,anthonycase
377,JudgeJeanine,AChocolateWoman
378,JudgeJeanine,BethKaras
379,JudgeJeanine,bryanlavietes
380,JudgeJeanine,WhoopiGoldberg
381,JudgeJeanine,ABFalecbaldwin
382,JudgeJeanine,JimLichtenstein
383,JudgeJeanine,greta
384,JudgeJeanine,HLNTV
385,JudgeJeanine,NancyGrace
386,JudgeJeanine,TVAshleigh
387,JudgeJeanine,WomenintheWorld
388,JudgeJeanine,ChuyBravo
389,JudgeJeanine,chelseahandler
390,JudgeJeanine,SteveDoocy
391,JudgeJeanine,Janefonda
392,JudgeJeanine,PerezHilton
393,JudgeJeanine,RyanSeacrest
394,JudgeJeanine,WilliamShatner
395,JudgeJeanine,ElizabethTaylor
396,JudgeJeanine,AnnCurry
397,JudgeJeanine,Joan_Rivers
398,JudgeJeanine,BarbaraJWalters
399,JudgeJeanine,TheView
400,JudgeJeanine,GayleKing
401,JudgeJeanine,Newsweek
402,JudgeJeanine,GMA
403,JudgeJeanine,MarthaStewart
404,JudgeJeanine,kingsthings
405,JudgeJeanine,Refugees
406,JudgeJeanine,UNICEF
407,JudgeJeanine,USAID
408,JudgeJeanine,good
409,JudgeJeanine,RED
410,JudgeJeanine,kens888
411,JudgeJeanine,SHAQ
412,JudgeJeanine,PaulaAbdul
413,JudgeJeanine,RealHughJackman
414,JudgeJeanine,aplusk
415,JudgeJeanine,ConanOBrien
416,JudgeJeanine,dawashington
417,JudgeJeanine,Montel_Williams
418,JudgeJeanine,BillSchulz
419,JudgeJeanine,momlogic
420,JudgeJeanine,TMZ
421,JudgeJeanine,extratv
422,JudgeJeanine,KimKardashian
423,JudgeJeanine,limbaugh
424,JudgeJeanine,SarahPalinUSA
425,JudgeJeanine,howiemandel
426,JudgeJeanine,OzzyOsbourne
427,JudgeJeanine,freep
428,JudgeJeanine,cnnbrk
429,JudgeJeanine,CNN
430,JudgeJeanine,latimes
431,JudgeJeanine,Harvard_Law
432,JudgeJeanine,WSJLawNews
433,JudgeJeanine,WSJlaw
434,JudgeJeanine,nytimesphoto
435,JudgeJeanine,nytimes
436,JudgeJeanine,SportsTalkCHI
437,JudgeJeanine,chicagotribune
438,JudgeJeanine,hootsuite
439,JudgeJeanine,glennbeck
440,JudgeJeanine,realDonaldTrump
441,JudgeJeanine,TraceAdkins
442,JudgeJeanine,lindsaylohan
443,JudgeJeanine,rosannascotto
444,JudgeJeanine,ndvh
445,JudgeJeanine,mariolopezviva
446,JudgeJeanine,Oprah
447,JudgeJeanine,TheEllenShow
448,JudgeJeanine,tyrabanks
449,JudgeJeanine,JudgeGregMathis
450,JudgeJeanine,Love_IsNotAbuse
451,JudgeJeanine,DAYBREAKUSA
452,JudgeJeanine,elvisduran
453,JudgeJeanine,Jillzarin
454,JudgeJeanine,JoyVBehar
455,JudgeJeanine,people
456,JudgeJeanine,andersoncooper
457,JudgeJeanine,primetimeJoey
458,JudgeJeanine,dbarbossa
459,JudgeJeanine,SamChampion
460,JudgeJeanine,MSNBC
461,JudgeJeanine,nypost
462,JudgeJeanine,FoxNews
463,JudgeJeanine,PoliticalTicker
464,JudgeJeanine,Reuters
465,JudgeJeanine,NBCNews
466,JudgeJeanine,latimesent
467,JudgeJeanine,MakeupByMario
468,JudgeJeanine,georgieboyla
469,JudgeJeanine,carolynhalpern
470,JudgeJeanine,stacylondon
471,JudgeJeanine,wendydiamond
472,JudgeJeanine,ldmandel
473,JudgeJeanine,jafpac
474,JudgeJeanine,telepixie
475,realDonaldTrump,Jim_Jordan
476,Jim_Jordan,KerriKupecDOJ
477,Jim_Jordan,WhitlockJason
478,Jim_Jordan,RepTiffany
479,Jim_Jordan,newsmax
480,Jim_Jordan,loganclarkhall
481,Jim_Jordan,RepMikeJohnson
482,Jim_Jordan,SelectGOP
483,Jim_Jordan,DanScavino
484,Jim_Jordan,DennisDMZ
485,Jim_Jordan,RubinReport
486,Jim_Jordan,Liz_Cheney
487,Jim_Jordan,KamVTV
488,Jim_Jordan,greggutfeld
489,Jim_Jordan,BonillaJL
490,Jim_Jordan,HillsdaleInDC
491,Jim_Jordan,MikeLeeforUtah
492,Jim_Jordan,netanyahu
493,Jim_Jordan,circleboom
494,Jim_Jordan,realDailyWire
495,Jim_Jordan,EliseStefanik
496,Jim_Jordan,SenatorBraun
497,Jim_Jordan,MajorCBS
498,Jim_Jordan,KristiNoem
499,Jim_Jordan,THEHermanCain
500,Jim_Jordan,FoxSportsRadio
501,Jim_Jordan,Outkick
502,Jim_Jordan,ClayTravis
503,Jim_Jordan,senjudiciary
504,Jim_Jordan,MarshaBlackburn
505,Jim_Jordan,JerryMoran
506,Jim_Jordan,SenPatRoberts
507,Jim_Jordan,SenThadCochran
508,Jim_Jordan,SenatorWicker
509,Jim_Jordan,SenatorFischer
510,Jim_Jordan,SenatorRisch
511,Jim_Jordan,MikeCrapo
512,Jim_Jordan,SenHydeSmith
513,Jim_Jordan,SenatorEnzi
514,Jim_Jordan,SenJohnBarrasso
515,Jim_Jordan,SenJohnKennedy
516,Jim_Jordan,SenBillCassidy
517,Jim_Jordan,RepJimBanks
518,Jim_Jordan,RepMarkWalker
519,Jim_Jordan,RepLizCheney
520,Jim_Jordan,CongressmanJVD
521,Jim_Jordan,sarahnferris
522,Jim_Jordan,Jim_Banks
523,Jim_Jordan,BorisJohnson
524,Jim_Jordan,FDRLST
525,Jim_Jordan,CBS_Herridge
526,Jim_Jordan,TheRightRussell
527,Jim_Jordan,slisker
528,Jim_Jordan,SpectrumNews1OH
529,Jim_Jordan,RepBillJohnson
530,Jim_Jordan,elainaplott
531,Jim_Jordan,RepJeffDuncan
532,Jim_Jordan,LaraLeaTrump
533,Jim_Jordan,StewartforUtah
534,Jim_Jordan,RepArrington
535,Jim_Jordan,RepBradWenstrup
536,Jim_Jordan,BrookeSingman
537,Jim_Jordan,RepRonEstes
538,Jim_Jordan,eviefordham
539,Jim_Jordan,BresPolitico
540,Jim_Jordan,alaynatreene
541,Jim_Jordan,abbydphillip
542,Jim_Jordan,KFaulders
543,Jim_Jordan,parscale
544,Jim_Jordan,BoSnerdley
545,Jim_Jordan,toddstarnes
546,Jim_Jordan,leezeldin
547,Jim_Jordan,usatodayopinion
548,Jim_Jordan,TimMurtaugh
549,Jim_Jordan,kayleighmcenany
550,Jim_Jordan,senatemajldr
551,Jim_Jordan,RepRickCrawford
552,Jim_Jordan,RepDevinNunes
553,Jim_Jordan,GOPChairwoman
554,Jim_Jordan,jonathanvswan
555,Jim_Jordan,RepGregPence
556,Jim_Jordan,LisaMarieBoothe
557,Jim_Jordan,RichSementa
558,Jim_Jordan,RepChrisStewart
559,Jim_Jordan,RepBillFlores
560,Jim_Jordan,RepTomEmmer
561,Jim_Jordan,RepTedYoho
562,Jim_Jordan,USRepGaryPalmer
563,Jim_Jordan,RepLoudermilk
564,Jim_Jordan,amber_athey
565,Jim_Jordan,USRepLong
566,Jim_Jordan,RepGregMurphy
567,Jim_Jordan,CLewandowski_
568,Jim_Jordan,LizRNC
569,Jim_Jordan,KimStrassel
570,Jim_Jordan,KelleyAshbyPaul
571,Jim_Jordan,AmericaNewsroom
572,Jim_Jordan,RepSmucker
573,Jim_Jordan,seanmdav
574,Jim_Jordan,RJDonachie3
575,Jim_Jordan,JackBergman_MI1
576,Jim_Jordan,ComfortablySmug
577,Jim_Jordan,RepDavidKustoff
578,Jim_Jordan,RepRussell
579,Jim_Jordan,RepJBridenstine
580,Jim_Jordan,RepMullin
581,Jim_Jordan,RepLaMalfa
582,Jim_Jordan,RepPaulCook
583,Jim_Jordan,RepGarretGraves
584,Jim_Jordan,RepAbraham
585,Jim_Jordan,RepFrankLucas
586,Jim_Jordan,RepPaulMitchell
587,Jim_Jordan,RepRobWoodall
588,Jim_Jordan,RepDrewFerguson
589,Jim_Jordan,vicenews
590,Jim_Jordan,Shawna
591,Jim_Jordan,npfandos
592,Jim_Jordan,arishapiro
593,Jim_Jordan,CBPSanders
594,Jim_Jordan,shanvav
595,Jim_Jordan,CongPalazzo
596,Jim_Jordan,DrMarkGreen4TN
597,Jim_Jordan,RepDLesko
598,Jim_Jordan,RepFredKeller
599,Jim_Jordan,caphillanthony
600,Jim_Jordan,michaeldjohnsjr
601,Jim_Jordan,ScottTParkinson
602,Jim_Jordan,_StephanieMyers
603,Jim_Jordan,RepGolden
604,Jim_Jordan,brandondarby
605,Jim_Jordan,RepCloakroom
606,Jim_Jordan,theblaze
607,Jim_Jordan,GillianHTurner
608,Jim_Jordan,ICEgov
609,Jim_Jordan,GReschenthaler
610,Jim_Jordan,lilwil7
611,Jim_Jordan,edhenry
612,Jim_Jordan,sarahcwestwood
613,Jim_Jordan,MillerStream
614,Jim_Jordan,BlazeTV
615,Jim_Jordan,CFR_org
616,Jim_Jordan,RepAndyHarrisMD
617,Jim_Jordan,RepCloudTX
618,Jim_Jordan,LibertarianBlue
619,Jim_Jordan,RealSaavedra
620,Jim_Jordan,RepGallagher
621,Jim_Jordan,RepGrothman
622,Jim_Jordan,JimPressOffice
623,Jim_Jordan,RepDougCollins
624,Jim_Jordan,govkristinoem
625,Jim_Jordan,VinceCoglianese
626,Jim_Jordan,OANN
627,Jim_Jordan,ChiefEditorMG
628,Jim_Jordan,eb454
629,Jim_Jordan,JesseBWatters
630,Jim_Jordan,esaagar
631,Jim_Jordan,Rowebotz
632,Jim_Jordan,AdrianaCohen16
633,Jim_Jordan,MichelleMacTV
634,Jim_Jordan,charliekirk11
635,Jim_Jordan,RealCandaceO
636,Jim_Jordan,susanferrechio
637,Jim_Jordan,JaySekulow
638,Jim_Jordan,EmilyCompagno
639,Jim_Jordan,AllenWest
640,Jim_Jordan,ThisWeekABC
641,Jim_Jordan,maggieNYT
642,Jim_Jordan,margbrennan
643,Jim_Jordan,FaceTheNation
644,Jim_Jordan,bennyjohnson
645,Jim_Jordan,RepMarkMeadows
646,Jim_Jordan,BoKnowsNews
647,Jim_Jordan,OutnumberedOT
648,Jim_Jordan,conservmillen
649,Jim_Jordan,henryrodgersdc
650,Jim_Jordan,PoliticalShort
651,Jim_Jordan,JamesComer
652,Jim_Jordan,lbarronlopez
653,Jim_Jordan,HouseInSession
654,Jim_Jordan,MZanona
655,Jim_Jordan,JimRenacci
656,Jim_Jordan,dcexaminer
657,Jim_Jordan,kilmeade
658,Jim_Jordan,CPAC
659,Jim_Jordan,SenMcSallyAZ
660,Jim_Jordan,RepDavid
661,Jim_Jordan,NRA
662,Jim_Jordan,Surabees
663,Jim_Jordan,westerncaucus
664,Jim_Jordan,RepByrne
665,Jim_Jordan,JamesRosenTV
666,Jim_Jordan,DanCrenshawTX
667,Jim_Jordan,Yvette4congress
668,Jim_Jordan,RepWesterman
669,Jim_Jordan,DebbieLesko
670,Jim_Jordan,RepTedBudd
671,Jim_Jordan,ShannonBream
672,Jim_Jordan,jeffhunt
673,Jim_Jordan,kimguilfoyle
674,Jim_Jordan,RepGregSteube
675,Jim_Jordan,RepCarolMiller
676,Jim_Jordan,RepArmstrongND
677,Jim_Jordan,RepRalphNorman
678,Jim_Jordan,RepClayHiggins
679,Jim_Jordan,RepBenCline
680,Jim_Jordan,RepRussFulcher
681,Jim_Jordan,STEPHMHAMILL
682,Jim_Jordan,bhweingarten
683,Jim_Jordan,knssradio
684,Jim_Jordan,ChrisCPandolfo
685,Jim_Jordan,RepDLamborn
686,Jim_Jordan,RepChipRoy
687,Jim_Jordan,kasie
688,Jim_Jordan,LindseyGrahamSC
689,Jim_Jordan,RepMarkGreen
690,Jim_Jordan,RobManess
691,Jim_Jordan,DrPaulGosar
692,Jim_Jordan,johnrobertsFox
693,Jim_Jordan,DineshDSouza
694,Jim_Jordan,dbongino
695,Jim_Jordan,SebGorka
696,Jim_Jordan,DStefanskiAZ
697,Jim_Jordan,CR
698,Jim_Jordan,MelissaAFrancis
699,Jim_Jordan,LizMacDonaldFOX
700,Jim_Jordan,MorningsMaria
701,Jim_Jordan,TrishIntel
702,Jim_Jordan,RepAndyBiggsAZ
703,Jim_Jordan,NateOnTheHill
704,Jim_Jordan,TaylorPopielarz
705,Jim_Jordan,IanTFury
706,Jim_Jordan,_WilliamsonBen
707,Jim_Jordan,HeyTammyBruce
708,Jim_Jordan,RepComstock
709,Jim_Jordan,RepMoBrooks
710,Jim_Jordan,trish_regan
711,Jim_Jordan,Olivia_Beavers
712,Jim_Jordan,SandraSmithFox
713,Jim_Jordan,Alyssafarah
714,Jim_Jordan,xan_desanctis
715,Jim_Jordan,AmericanFamAssc
716,Jim_Jordan,sabrinaeaton
717,Jim_Jordan,juliegraceb
718,Jim_Jordan,ChuckRossDC
719,Jim_Jordan,TankSchottle
720,Jim_Jordan,MZHemingway
721,Jim_Jordan,mschlapp
722,Jim_Jordan,chiproytx
723,Jim_Jordan,RepLeeZeldin
724,Jim_Jordan,KellyannePolls
725,Jim_Jordan,IvankaTrump
726,Jim_Jordan,EricTrump
727,Jim_Jordan,DesJarlaisTN04
728,Jim_Jordan,RussVought45
729,Jim_Jordan,KatiePavlich
730,Jim_Jordan,mattgaetz
731,Jim_Jordan,MariaBartiromo
732,Jim_Jordan,DonaldJTrumpJr
733,Jim_Jordan,jsolomonReports
734,Jim_Jordan,KenCuccinelli
735,Jim_Jordan,BuckSexton
736,Jim_Jordan,CNNPolitics
737,Jim_Jordan,RepRaskin
738,Jim_Jordan,conversations
739,Jim_Jordan,Mike_Pence
740,Jim_Jordan,VP
741,Jim_Jordan,FLOTUS
742,Jim_Jordan,JudgeJeanine
743,Jim_Jordan,POTUS
744,Jim_Jordan,realDonaldTrump
745,Jim_Jordan,BurtFolsom
746,Jim_Jordan,SCOTUSblog
747,Jim_Jordan,WilkowMajority
748,Jim_Jordan,RMConservative
749,Jim_Jordan,NewDay
750,Jim_Jordan,TuckerCarlson
